2011	SIGMOD '11	Demonstration of Qurk: A Query Processor for Humanoperators	{u'Adam Marcus': u'MIT CSAIL, Cambridge, MA, USA', u'MIT CSAIL, Cambridge, MA, USA': u'MIT CSAIL, Cambridge, MA, USA', u'Eugene Wu': u'MIT CSAIL, Cambridge, MA, USA', u'David R. Karger': u'MIT CSAIL, Cambridge, MA, USA'}	crowdsourcing, databases, human computing
2011	SIGMOD '11	CONFLuEnCE: CONtinuous workFLow ExeCution Engine	{u'Panayiotis Neophytou': u'University of Pittsburgh, Pittsburgh, PA, USA', u'University of Pittsburgh, Pittsburgh, PA, USA': u'University of Pittsburgh, Pittsburgh, PA, USA', u'Panos K. Chrysanthis': u'University of Pittsburgh, Pittsburgh, PA, USA'}	continuous workflows, data streams, patterns, scientific workflows, supply chain management, workflow
2011	SIGMOD '11	LinkDB: A Probabilistic Linkage Database System	{u'Ekaterini Ioannou': u'Technical University of Crete, Chania, Greece', u'Technical University of Crete, Chania, Greece': u'University of Trento, Trento, Italy'}	data integration, entity linkage, entity resolution
2011	SIGMOD '11	Fuzzy Prophet: Parameter Exploration in Uncertain Enterprise Scenarios	{u'Charles Loboz': u'Microsoft Research, Seattle, WA, USA', u'Microsoft Corporation, Seattle, WA, USA': u'Microsoft Corporation, Seattle, WA, USA', u'EPFL, Lausanne, Switzerland': u'Microsoft Corporation, Seattle, WA, USA', u'Steve Lee': u'Microsoft Corporation, Seattle, WA, USA', u'Oliver A. Kennedy': u'EPFL, Lausanne, Switzerland'}	Monte Carlo, black box, probabilistic database, simulation
2011	SIGMOD '11	SPROUT2: A Squared Query Engine for Uncertain Web Data	{u'Robert Fink': u'University of Oxford, Oxford, United Kingdom', u'University of Oxford, Oxford, United Kingdom': u'Google Inc., New York, NY, USA', u'Google Inc., New York, NY, USA': u'University of Oxford, Oxford, United Kingdom', u'Andrew Hogue': u'University of Oxford, Oxford, United Kingdom'}	probabilistic databases, web data management
2011	SIGMOD '11	ProApproX: A Lightweight Approximation Query Processor over Probabilistic Trees	{u'Institut T\xe9l\xe9com; T\xe9l\xe9com ParisTech, Paris, France': u'Institut T\xe9l\xe9com; T\xe9l\xe9com ParisTech, Paris, France', u'Pierre Senellart': u'Institut T\xe9l\xe9com; T\xe9l\xe9com ParisTech, Paris, France'}	XML, approximations, probabilistic data, query processing
2011	SIGMOD '11	The SystemT IDE: An Integrated Development Environment for Information Extraction Rules	{u'IBM Software - Germany, Boeblingen, Germany': u'IBM Research - Almaden, San Jose, USA', u'Howard Ho': u'University of Michigan, Ann Arbor, MI, USA', u'IBM Research - Almaden, San Jose, USA': u'IBM Research - Almaden, San Jose, USA', u'Sajib Dasgupta': u'IBM Research - Almaden, San Jose, USA', u'IBM research - Almaden, San Jose, USA': u'IBM Software - Germany, Boeblingen, Germany', u'Alexander Lang': u'IBM Research - Almaden, San Jose, USA', u'Rajasekar Krishnamurthy': u'IBM Research - Almaden, San Jose, USA', u'Laura Chiticariu': u'IBM Research - Almaden, San Jose, USA', u'Vivian Chu': u'IBM Research - Almaden, San Jose, USA', u'Thilo W. Goetz': u'IBM Software - Germany, Boeblingen, Germany'}	AQL, SystemT, information extraction, pattern discovery, provenance, rule learning
2011	SIGMOD '11	U-MAP: A System for Usage-based Schema Matching and Mapping	{u'El Kindi Rezig': u'Qatar Computing Research Institute, Qatar Foundation, Doha, Qatar', u'Purdue University, West Lafayette, IN, USA': u'Purdue University, West Lafayette, IN, USA', u'AT&T Labs - Research, Florham Park, NJ, USA': u'Purdue University, West Lafayette, IN, USA', u'Hazem Elmeleegy': u'AT&T Labs - Research, Florham Park, NJ, USA', u'Jaewoo Lee': u'Purdue University, West Lafayette, IN, USA'}	query logs, schema mapping, schema matching
2011	SIGMOD '11	Exelixis: Evolving Ontology-based Data Integration System	{u'Haridimos Kondylakis': u'FORTH-ICS, Heraklion, Greece', u'FORTH-ICS, Heraklion, Greece': u'FORTH-ICS, Heraklion, Greece'}	data integration, ontologies, query rewriting
2011	SIGMOD '11	Pay-as-you-go Mapping Selection in Dataspaces	{u'The University of Manchester, Manchester, United Kingdom': u'The University of Manchester, Manchester, United Kingdom', u'Cornelia Hedeler': u'The University of Manchester, Manchester, United Kingdom', u'Alvaro A.A. Fernandes': u'The University of Manchester, Manchester, United Kingdom', u'Khalid Belhajjame': u'The University of Manchester, Manchester, United Kingdom', u'Norman W. Paton': u'The University of Manchester, Manchester, United Kingdom'}	dataspaces, user feedback
2011	SIGMOD '11	NOAM: News Outlets Analysis and Monitoring System	{u'Ilias Flaounas': u'University of Bristol, Bristol, United Kingdom', u'Omar Ali': u'European Commission, Ispra (VA), Italy', u'Marco Turchi': u'Universit\xe9 de Rouen, Saint-\xc9tienne-du-Rouvray, France', u'University of Bristol, Bristol, United Kingdom': u'University of Bristol, Bristol, United Kingdom', u'Tristan Snowsill': u'University of Bristol, Bristol, United Kingdom', u'European Commission, Ispra (VA), Italy': u'University of Bristol, Bristol, United Kingdom'}	data mining, large scale, machine learning, media content analysis, news analysis, text analysis
2011	SIGMOD '11	EnBlogue: Emergent Topic Detection in Web 2.0 Streams	{u'Foteini Alvanaki': u'Saarland University, Saarbruecken, Germany', u'Michel Sebastian': u'IIT Bombay, Mumbai, India', u'Saarland University, Saarbruecken, Germany': u'Max-Planck Institute Informatics, Saarbruecken, Germany'}	emergent topics, web 2.0 streams
2011	SIGMOD '11	Search Computing: Multi-domain Search on Ranked Data	{u'Politecnico di Milano, Milano, Italy': u'Politecnico di Milano, Milano, Italy', u'Daniele Braga': u'Politecnico di Milano, Milano, Italy', u'Alessandro Bozzon': u'Politecnico di Milano, Milano, Italy', u'Marco Brambilla': u'Politecnico di Milano, Milano, Italy', u'Stefano Ceri': u'Politecnico di Milano, Milano, Italy'}	exploratory search, multi-domain queries, search computing
2011	SIGMOD '11	MOBIES: Mobile-interface Enhancement Service for Hidden Web Database	{u'George Washington University, Washington, DC, USA': u'University of Texas at Arlington, Arlington, TX, USA', u'Aditya Mone': u'George Washington University, Washington , DC, USA', u'Xin Jin': u'George Washington University, Washington, DC, USA', u'University of Texas at Arlington, Arlington, TX, USA': u'University of Texas at Arlington, Arlington, TX, USA'}	data analytics, hidden web database, mobile HCI
2011	SIGMOD '11	WINACS: Construction and Analysis of Web-based Computer Science Information Networks	{u'Joshua Hailpern': u'Kansas State University, Manhattan, KS, USA', u'Universita, Bari, Italy': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'Marina Danilevsky': u'Universita, Bari, Italy', u'Fabio Fumarola': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'Thomas J. Johnston': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'Tim Weninger': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'Surya Kallumadi': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'Jiawei Han': u'University of Illinois Urbana-Champaign, Urbana, IL, USA', u'University of Illinois Urbana-Champaign, Urbana, IL, USA': u'University of Illinois Urbana-Champaign, Urbana, IL, USA'}	WINACS, information networks, web mining
2011	SIGMOD '11	Tweets As Data: Demonstration of TweeQL and Twitinfo	{u'Michael S. Bernstein': u'MIT CSAIL, Cambridge, MA, USA', u'Osama Badar': u'MIT CSAIL, Cambridge, MA, USA', u'Adam Marcus': u'MIT CSAIL, Cambridge, MA, USA', u'MIT CSAIL, Cambridge, MA, USA': u'rcm@csail.mit.edu, Cambridge, MA, USA'}	stream processing, twitter, visualization
2011	SIGMOD '11	SkylineSearch: Semantic Ranking and Result Visualization for Pubmed	{u'Julia Stoyanovich': u'University of Pennsylvania, Philadelphia, PA, USA', u'Columbia University, New York, NY, USA': u'Columbia University, New York, NY, USA', u'Mayur Lodha': u'Columbia University, New York, NY, USA', u'University of Pennsylvania, Philadelphia, PA, USA': u'Columbia University, New York, NY, USA'}	data exploration, skyline
2011	SIGMOD '11	A Cross-service Travel Engine for Trip Planning	{u'Gang Chen': u'Zhejiang University, Hang Zhou, China', u'National University of Singapore, Singapore, Singapore': u'National University of Singapore, Singapore, Singapore', u'Meiyu Lu': u'National University of Singapore, Singapore, Singapore', u'Chen Liu': u'National University of Singapore, Singapore, Singapore', u'Beng Chin Ooi': u'National University of Singapore, Singapore, Singapore', u'Zhejiang University, Hang Zhou, China': u'National University of Singapore, Singapore, Singapore'}	cross-service, data integration, geographical ontology, ranking
2011	SIGMOD '11	StreamRec: A Real-time Recommender System	{u'Badrish Chandramouli': u'Microsoft Research, Redmond, WA, USA', u'Justin J. Levandoski': u'University of Minnesota, Minneapolis, MN, USA', u'Microsoft Research, Redmond, WA, USA': u'University of Minnesota, Minneapolis, MN, USA', u'University of Minnesota, Minneapolis, MN, USA': u'University of Minnesota, Minneapolis, MN, USA'}	recommender systems
2011	SIGMOD '11	A Data-oriented Transaction Execution Engine and Supporting Tools	{u'Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland': u'University of Toronto, Toronto, Canada', u'Pinar T\xf6z\xfcn': u'Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland', u'Dimitris Karampinas': u'Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland', u'Carnegie Mellon University, Pittsburgh, PA, USA': u'Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland', u'Miguel Branco': u'Ecole Polytechnique Federale de Lausanne, Lausanne, Switzerland', u'Ippokratis Pandis': u'Carnegie Mellon University, Pittsburgh, PA, USA'}	DORA, data-oriented transaction execution, partitioning, runtime re-balancing, transaction flow graph generation
2011	SIGMOD '11	iGraph in Action: Performance Analysis of Disk-based Graph Indexing Techniques	{u'Jinsoo Lee': u'Chinese University of Hong Kong, Hong Kong, Hong Kong', u'Kyungpook National University, Daegu, South Korea': u'Kyungpook National University, Daegu, South Korea', u'Wook-Shin Han': u'Kyungpook National University, Daegu, South Korea', u'Minh-Duc Pham': u'Kyungpook National University, Daegu, South Korea'}	graph indexing techniques, performance analysis, visualization
2011	SIGMOD '11	BRRL: A Recovery Library for Main-memory Applications in the Cloud	{u'Cornell University, Ithaca, NY, USA': u'Cornell University, Ithaca, NY, USA', u'Tuan Cao': u'Cornell University, Ithaca, NY, USA', u'Benjamin Sowell': u'Cornell University, Ithaca, NY, USA', u'Marcos Vaz Salles': u'Cornell University, Ithaca, NY, USA'}	checkpointing, database recovery, durability, logical logging
2011	SIGMOD '11	WattDB: An Energy-proportional Cluster of Wimpy Nodes	{u'TU Kaiserslautern, Kaiserslautern, Germany': u'TU Kaiserslautern, Kaiserslautern, Germany', u'Daniel Schall': u'TU Kaiserslautern, Kaiserslautern, Germany'}	energy proportionality
2011	SIGMOD '11	RAFT at Work: Speeding-up Mapreduce Applications Under Task and Node Failures	{u'Christoph Pinkel': u'Saarland University, Saarbr\xfccken, Germany', u'Jorge-Arnulfo Quian\xe9-Ruiz': u'Saarland University, Saarbr\xfccken, Germany', u'Saarland University, Saarbr\xfccken, Germany': u'Saarland University, Saarbr\xfccken, Germany'}	checkpointing, fault-tolerance, hadoop, mapreduce, node failures, recovery
2011	SIGMOD '11	One-pass Data Mining Algorithms in a DBMS with UDFs	{u'Carlos Ordonez': u'University of Houston, Houston, TX, USA', u'University of Houston, Houston, TX, USA': u'University of Houston, Houston, TX, USA'}	DBMs, SQL, UDF, data mining
2011	SIGMOD '11	Datalog and Emerging Applications: An Interactive Tutorial	{u'Shan Shan Huang': u'University of California, Davis, Davis, CA, USA', u'Todd Jeffrey Green': u'University of Pennsylvania, Philadelphia, PA, USA'}	data exchange, data integration, datalog, declarative networking, program analysis, recursive query processing
2011	SIGMOD '11	Data Management over Flash Memory	{u'IBM Research, Zurich, Switzerland': u'University of Edinburgh, Edinburgh, United Kingdom', u'Ioannis Koltsidas': u'IBM Research, Zurich, Switzerland'}	flash memory, solid state drives, storage
2011	SIGMOD '11	Inspector Gadget: A Framework for Custom Monitoring and Debugging of Distributed Dataflows	{u'Christopher Olston': u'Yahoo! Research, Sunnyvale, CA, USA', u'Yahoo! Research, Sunnyvale, CA, USA': u'Yahoo! Research, Sunnyvale, CA, USA'}	debugging, hadoop, instrumentation, query processing
2011	SIGMOD '11	Large-scale Copy Detection	{u'Xin Luna Dong': u'AT&T Labs-Research, Florham Park, NJ, USA', u'AT&T Labs-Research, Florham Park, NJ, USA': u'AT&T Labs-Research, Florham Park, NJ, USA'}	copy detection, data integration
2011	SIGMOD '11	Privacy-aware Data Management in Information Networks	{u'Yahoo! Labs, Santa Clara, CA, USA': u'Simon Fraser University, Burnaby, BC, Canada', u'Michael Hay': u'Cornell University, Ithaca, NY, USA', u'Kun Liu': u'University of Massachusetts Amherst, Amherst, MA, USA', u'Cornell University, Ithaca, NY, USA': u'Yahoo! Labs, Santa Clara, CA, USA', u'Gerome Miklau': u'Boston University, Boston, MA, USA'}	anonymization, differential privacy, networks, privacy
2011	SIGMOD '11	Web Data Management	{u'Michael J. Cafarella': u'University of Michigan, Ann Arbor, MI, USA', u'University of Michigan, Ann Arbor, MI, USA': u'Google, Inc., Mountain View, CA, USA'}	web data management information extraction
2011	SIGMOD '11	Learning Statistical Models from Relational Data	{u'Lise Getoor': u'University of Maryland, College Park, MD, USA', u'University of Maryland, College Park, MD, USA': u'University of Maryland, College Park, MD, USA'}	machine learning, probabilistic graphical models, statistical relational learning
2011	SIGMOD '11	An Analytic Data Engine for Visualization in Tableau	[u'Richard Wesley', u'Matthew Eldridge', u'Pawel T. Terlecki']	TDE, column store, data visualization, query optimization, tableau data engine
2011	SIGMOD '11	SQL Server Column Store Indexes	{u'Per-\xc5ke Larson': u'Microsoft, Redmond, WA, USA', u'Microsoft, Redmond, WA, USA': u'Microsoft, Redmond, WA, USA', u'Eric N. Hanson': u'Microsoft, Redmond, WA, USA', u'Artem Oks': u'Microsoft, Redmond, WA, USA', u'Cipri Clinciu': u'Microsoft, Redmond, WA, USA'}	column store, columnar index, data warehousing, olap
2011	SIGMOD '11	Efficient Processing of Data Warehousing Queries in a Split Execution Environment	{u'Kamil Bajda-Pawlikowski': u'Hadapt Inc. & Yale University, New Haven, CT, USA', u'Hadapt Inc. & Yale University, New Haven, CT, USA': u'University of Wisconsin-Madison, Madison, WI, USA', u'Daniel J. Abadi': u'Yale University, New Haven, CT, USA'}	Hadoop, mapreduce, query execution
2011	SIGMOD '11	Oracle Database Filesystem	{u'Oracle Corporation, Redwood City, USA': u'Oracle Corporation, Redwood City, USA', u'Krishna Kunchithapadam': u'Oracle Corporation, Redwood City, USA', u'Wei Zhang': u'Oracle Corporation, Redwood City, USA'}	RDBMS, atomicity, database filesystem, performance and scalability, read consistency, securefiles, temporality, unstructured data
2011	SIGMOD '11	Emerging Trends in the Enterprise Data Analytics: Connecting Hadoop and DB2 Warehouse	{u'David Hoa': u'IBM, San Jose, CA, USA', u'IBM, San Jose, CA, USA': u'IBM, Beijing, China', u'Kevin S. Beyer': u'IBM, Beijing, China', u'Fatma \xd6zcan': u'IBM, San Jose, CA, USA'}	DB2, Hadoop, federated database systems, map/reduce, system integration
2011	SIGMOD '11	Automated Partitioning Design in Parallel Database Systems	{u'Rimma Nehme': u'Microsoft, Redmond, WA, USA'}	distributed databases
2011	SIGMOD '11	Online Reorganization in Read Optimized MMDBS	{u'Felix Beier': u'Ilmenau University of Technology, Ilmenau, Germany', u'Knut Stolze': u'Ilmenau University of Technology, Ilmenau, Germany', u'Ilmenau University of Technology, Ilmenau, Germany': u'IBM Research Development, B\xf6blingen, Germany'}	MMDBS, main memory database, online reorganization
2011	SIGMOD '11	Turbocharging DBMS Buffer Pool Using SSDs	{u'Jaeyoung Do': u'University of Wisconsin-Madison, Madison, WI, USA', u'Donghui Zhang': u'University of Wisconsin-Madison, Madison, WI, USA', u'University of Wisconsin-Madison, Madison, WI, USA': u'University of Wisconsin-Madison, Madison, WI, USA'}	buffer pool, flash SSD
2011	SIGMOD '11	A Batch of PNUTS: Experiences Connecting Cloud Batch and Serving Systems	{u'Adam E. Silberstein': u'Yahoo! Research, Santa Clara, CA, USA', u'Yahoo! Research, Santa Clara, CA, USA': u'Yahoo! Research, Santa Clara, CA, USA', u'Russell Sears': u'Univeristy of Pennsylvania, Philadelphia, PA, USA'}	PNUTS, batch, bulk load, hadoop, hybrid, serving
2011	SIGMOD '11	A Hadoop Based Distributed Loading Approach to Parallel Data Warehouses	{u'Yu Xu': u'UC Riverside, Riverside, USA', u'Pekka Kostamaa': u'UC San Diego, San Diego, USA'}	data load, hadoop, parallel DBMS
2011	SIGMOD '11	Apache Hadoop Goes Realtime at Facebook	[u'Dhruba Borthakur', u'Jonathan Gray', u'Joydeep Sen Sarma', u'Kannan Muthukkaruppan', u'Nicolas Spiegelberg', u'Hairong Kuang', u'Karthik Ranganathan', u'Dmytro Molkov', u'Aravind Menon', u'Samuel Rash', u'Rodrigo Schmidt', u'Amitanand Aiyer']	HBase, data, distributed systems, hadoop, hive, scalability, scribe
2011	SIGMOD '11	Bistro Data Feed Management System	{u'Theodore Johnson': u'AT&T Labs - Research, Florham Park, NJ, USA', u'AT&T Labs - Research, Florham Park, NJ, USA': u'AT&T Labs - Research, Florham Park, NJ, USA', u'Vladislav Shkapenyuk': u'AT&T Labs - Research, Florham Park, NJ, USA'}	data feed management, distributed systems
2011	SIGMOD '11	LCI: A Social Channel Analysis Platform for Live Customer Intelligence	{u'Malu Castellanos': u'HP, Palo Alto, CA, USA', u'Umeshwar Dayal': u'University of Illinois at Chicago, Chicago, USA', u'HP, Palo Alto, CA, USA': u'UIUC, Champagne, USA'}	business intelligence, customer intelligence, opinion lexicon, opinion mining, sentiment analysis, sentiment monitoring, social media, streaming data
2011	SIGMOD '11	Internet Scale Storage	[u'James Hamilton']	storage
2011	SIGMOD '11	Nova: Continuous Pig/Hadoop Workflows	{u'Christopher Olston': u'Yahoo! Research, Sunnyvale, CA, USA', u'Yiping Han': u'Yahoo!, Sunnyvale, CA, USA', u'Yahoo! Research, Sunnyvale, CA, USA': u'Yahoo!, Sunnyvale, CA, USA', u'Mattias Larsson': u'Yahoo!, Sunnyvale, CA, USA', u'Greg Chiou': u'Yahoo!, Sunnyvale, CA, USA', u'Francis Liu': u'Yahoo!, Sunnyvale, CA, USA', u'Andreas Neumann': u'Johns Hopkins University, Baltimore, MD, USA', u'Laukik Chitnis': u'Yahoo!, Sunnyvale, CA, USA', u'Yahoo!, Sunnyvale, CA, USA': u'Yahoo!, Sunnyvale, CA, USA'}	hadoop, incremental processing, workflow
2011	SIGMOD '11	Managing Scientific Data: Lessons, Challenges, and Opportunities	{u'Anastasia Ailamaki': u'EPFL, Lausanne, Switzerland'}	astronomy, brain simulations, earthquake simulations
2011	SIGMOD '11	Effective Data Co-reduction for Multimedia Similarity Search	{u'Zi Huang': u'The University of Queensland, Brisbane, Australia', u'The University of Queensland, Brisbane, Australia': u'The University of Queensland, Brisbane, Australia', u'Hengtao Shen': u'The University of Queensland, Brisbane, Australia'}	data co-reduction, high-dimensional indexing, search
2011	SIGMOD '11	Efficient Exact Edit Similarity Query Processing with the Asymmetric Signature Scheme	{u'Wei Wang': u'University of New South Wales, Sydney, Australia', u'Yifei Lu': u'University of New South Wales & East Normal China University, Sydney, Australia', u'University of New South Wales, Sydney, Australia': u'University of New South Wales, Sydney, Australia', u'Jianbin Qin': u'University of New South Wales, Sydney, Australia'}	Q-gram, approximate pattern matching, edit distance, similarity join, similarity search
2011	SIGMOD '11	ATLAS: A Probabilistic Algorithm for High Dimensional Similarity Search	{u'Cornell University, Ithaca, NY, USA': u'Cornell University, Ithaca, NY, USA', u'Yin Lou': u'Cornell University, Ithaca, NY, USA', u'Jiaqi Zhai': u'Cornell University, Ithaca, NY, USA'}	data mining, set similarity join, similarity search
2011	SIGMOD '11	Flexible Aggregate Similarity Search	{u'Florida State University, Tallahassee, FL, USA': u'Florida State University, Tallahassee, FL, USA', u'Ke Yi': u'HP Labs China, Beijing, China', u'Feifei Li': u'Hong Kong University of Science and Technology, Hong Kong, Hong Kong', u'Shanghai Jiao Tong University, Shanghai, China': u'Florida State University, Tallahassee, FL, USA', u'Yang Li': u'Shanghai Jiao Tong University, Shanghai, China'}	aggregate nearest neighbor, aggregate similarity search, nearest neighbor, similarity search
2011	SIGMOD '11	A Platform for Scalable One-pass Analytics Using MapReduce	{u'Boduo Li': u'University of Massachusetts Amherst, Amherst, MA, USA', u'Edward Mazur': u'University of Massachusetts Amherst, Amherst, MA, USA', u'Yanlei Diao': u'University of Massachusetts Amherst, Amherst, MA, USA', u'University of Massachusetts Amherst, Amherst, MA, USA': u'University of Massachusetts Amherst, Amherst, MA, USA'}	incremental computation, one-pass analytics, parallel processing
2011	SIGMOD '11	Fast Personalized PageRank on MapReduce	{u'Bahman Bahmani': u'Stanford University, Stanford, CA, USA', u'Kaushik Chakrabarti': u'Google Inc., Mountain View, CA, USA', u'Stanford University, Stanford, CA, USA': u'Microsoft Research, Redmond, WA, USA'}	MapReduce, personalized pagerank
2011	SIGMOD '11	Llama: Leveraging Columnar Storage for Scalable Join Processing in the MapReduce Framework	{u'Chun Chen': u'National University of Singapore, Singapore, Singapore', u'National University of Singapore, Singapore, Singapore': u'University of California, Santa Barbara, Santa Barbara, USA', u'University of California, Santa Barbara, Santa Barbara, USA': u'National University of Singapore, Singapore, Singapore', u'Yuting Lin': u'National University of Singapore, Singapore, Singapore', u'Divyakant Agrawal': u'Zhejiang University, Zhejiang, China'}	MapReduce, column store, join
2011	SIGMOD '11	Processing Theta-joins Using MapReduce	{u'Northeastern University, Boston, MA, USA': u'Northeastern University, Boston, MA, USA', u'Alper Okcan': u'Northeastern University, Boston, MA, USA'}	MapReduce, skew, theta join processing
2011	SIGMOD '11	Assessing and Ranking Structural Correlations in Graphs	{u'Ziyu Guan': u'University of California, Santa Barbara, CA, USA', u'Jian Wu': u'University of California, Santa Barbara, CA, USA', u'University of California, Santa Barbara, CA, USA': u'Zhejiang University, Hangzhou, China', u'Zhejiang University, Hangzhou, China': u'University of California, Santa Barbara, CA, USA'}	graph, hitting time, structural correlation
